# receiveTime,participant,controller,item,element,type,group,question,answer,GO,COME,MOTION,BRING,TAKE,HERE,MOOD,TENSE,SUBJECT,DEST
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,305,0,filler-false-church_movie-We,NULL,response,wish Thelma would stop stealing.,0,0,0,0,0,0,1,2,Thelma,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,124,0,item-none-bank_hotel,26,response,now turning to bank robbery.,0,0,0,0,0,0,1,0,base,left
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,129,0,item-speaker-house_market,27,response,getting ready to hide out.,0,0,0,0,0,0,1,0,base,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,306,0,filler-true-hotel_house-Thelmais,NULL,response,using a getaway car.,0,0,0,0,0,0,1,0,base,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,134,0,item-listener-theater_zoo,28,response,hiding contraband in her backpack.,0,0,0,0,0,0,1,0,base,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,135,0,item-both-market_theater,29,response,hungry.,0,0,0,0,0,0,1,2,base,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,307,0,filler-false-boutique_amuse-Thisstore,NULL,response,is missing a lot of clothes because of Thelma.,0,0,0,0,0,0,1,2,base,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,140,0,item-none-coffee_park,30,response,resting with some coffee,0,0,0,0,0,0,1,0,base,left
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,145,0,item-speaker-hotel_house,31,response,getting ready to go to the hotel.,1,0,0,0,0,0,1,1,base,left
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,308,0,filler-true-church_boutique-Iam,NULL,response,reporting Thelma to the police because she stole a car.,0,0,0,0,0,0,1,2,base,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,150,0,item-listener-pet_bank,32,response,heading to the bank%2C oh no!,0,0,1,0,0,0,1,0,base,right
1553783780,53c585979c819b271698c66b4140e847,SpatialProduction,151,0,item-left,33,response,red%2C and hungry.,0,0,0,0,0,0,1,2,base,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,309,0,filler-false-pizza_beach-Iam,NULL,response,hungry for pizza too.,0,0,0,0,0,0,1,2,base,none
1553783780,53c585979c819b271698c66b4140e847,SpatialProduction,156,0,item-close,34,response,one of the animals stolen by Thelma.,0,0,0,0,0,0,1,2,base,none
1553783780,53c585979c819b271698c66b4140e847,SpatialProduction,161,0,item-between,35,response,spotted dog that is hiding from Thelma.,0,0,0,0,0,0,1,2,base,none
1553783780,53c585979c819b271698c66b4140e847,SpatialProduction,166,0,item-close,36,response,On.,0,0,0,0,0,0,1,2,base,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,310,0,filler-false-subway_church-We,NULL,response,can't find Thelma again%2C we hope she's not in prison.,0,0,0,0,0,0,1,2,we,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,167,0,item-both-church_movie,37,response,going to the movie theater.,1,0,0,0,0,0,1,0,base,right
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,172,0,item-none-school_subway,38,response,Heading for her getaway train.,0,0,1,0,0,0,1,0,base,right
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,311,0,filler-false-museum_zoo-Youare,NULL,response,not in on this with Thelma%2C are you?,0,0,0,0,0,0,2,0,base,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,177,0,item-speaker-house_school,39,response,looking for her next hijinx.,0,0,0,0,0,0,1,0,base,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,182,0,item-listener-amuse_farm,40,response,leaving the amusement park.,0,0,1,0,0,0,1,0,base,left
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,312,0,filler-true-amuse_house-Arewe,NULL,response,going to get in Thelma's car and get arrested too?,0,0,0,0,0,0,2,0,base,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,183,0,item-both-bookstore_museum,41,response,hiding stolen books in her backpack.,0,0,0,0,0,0,1,0,base,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,188,0,item-none-farm_pet,42,response,heading for the pet store%2C oh no%2C call ahead and warn them.,0,0,1,0,0,0,1,0,base,right
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,313,0,filler-false-bank_beach-Youare,NULL,response,not with me%2C and left me at the bank.,0,0,0,0,0,0,1,2,base,right
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,193,0,item-speaker-bank_market,43,response,running from the bank%2C her backpack is full.,0,0,1,0,0,0,1,0,base,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,198,0,item-listener-park_coffee,44,response,taking a stroll.,0,0,0,0,0,0,1,0,base,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,314,0,filler-true-market_movie-Thereis,NULL,response,good food at this fruit and vegetable stand%2C don't tell Thelma.,0,0,0,0,0,0,1,2,base,left
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,199,0,item-both-zoo_amuse,45,response,stealing animals from the zoo.,0,0,0,0,0,0,1,0,base,left
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,204,0,item-none-pizza_beach,46,response,running with pizza.,0,0,1,0,0,0,1,0,base,right
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,209,0,item-speaker-market_movie,47,response,stealing vegetables.,0,0,0,0,0,0,1,0,base,left
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,315,0,filler-false-pizza_school-Iam,NULL,response,trying to call the pizza place to warn them about Thelma.,0,0,0,0,0,0,1,2,base,left
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,214,0,item-listener-clothing_museum,48,response,heading towards the precious artwork.,0,0,1,0,0,0,1,0,base,right
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,215,0,item-both-movie_zoo,49,response,tired of movies.,0,0,0,0,0,0,1,2,base,left
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,316,0,filler-false-movie_museum-Thelma,NULL,response,are you in jail again?,0,0,0,0,0,0,2,0,you,none
1553783780,53c585979c819b271698c66b4140e847,SpatialProduction,220,0,item-close,50,response,stolen.,0,0,0,0,0,0,1,2,base,none
1553783780,53c585979c819b271698c66b4140e847,SpatialProduction,225,0,item-close,51,response,Thelma's old boots%2C she must have taken the new ones.,0,0,0,0,0,0,1,2,base,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,317,0,filler-false-boutique_museum-Thelmais,NULL,response,right next to me%2C trying to scalp tickets.,0,0,0,0,0,0,1,2,base,none
1553783780,53c585979c819b271698c66b4140e847,SpatialProduction,230,0,item-left,52,response,a fake apple%2C planted in the tree by Thelma%2C who stole the real ones.,0,0,0,0,0,0,1,2,base,none
1553783780,53c585979c819b271698c66b4140e847,SpatialProduction,231,0,item-between,53,response,an innocent bystander.,0,0,0,0,0,0,1,2,base,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,318,0,filler-true-hotel_bank-Youare,NULL,response,in cohoots with Thelma.,0,0,0,0,0,0,1,2,base,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,236,0,item-none-beach_movie,54,response,running from the beach with a backpack full of people's possessions.,0,0,1,0,0,0,1,0,base,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,241,0,item-speaker-subway_church,55,response,not the person I once thought her to be.,0,0,0,0,0,0,1,2,base,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,319,0,filler-false-amuse_bank-Thelmaiscoming,NULL,response,better run.,0,0,1,0,0,0,1,2,base,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,246,0,item-listener-amuse_house,56,response,leaving%2C whew%2C I hid from her.,0,0,1,0,0,0,1,0,base,left
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,247,0,item-both-coffee_farm,57,response,heading for us%2C we better find a place to hide.,0,0,1,0,0,0,1,0,base,right
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,252,0,item-none-hotel_subway,58,response,changing her strategies to trains now.,0,0,0,0,0,0,1,0,base,right
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,320,0,filler-true-theater_boutique-Thelmahas,NULL,response,stolen balloons and now can't find a way to hide them effectively.,0,0,0,0,0,0,1,-1,base,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,257,0,item-speaker-museum_park,59,response,running away from the museum with a backpack full of art.,0,0,1,0,0,0,1,0,base,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,262,0,item-listener-coffee_pizza,60,response,laughing at the coffee shop people.,0,0,0,0,0,0,1,0,base,left
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,321,0,filler-false-bank_hotel-Thelmaisgoing,NULL,response,to go to jail if she doesn't get away from that bank!,0,0,1,0,0,0,1,1,base,left
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,263,0,item-both-movie_museum,61,response,hiding in the theater%2C like they won't find her there!,0,0,0,0,0,0,1,0,base,left
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,268,0,item-none-bookstore_market,62,response,really not that innocent%2C but she's working for me.,0,0,0,0,0,0,1,2,base,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,322,0,filler-false-beach_bookstore-Arewe,NULL,response,going to jail with Thelma?,1,0,0,0,0,0,2,0,base,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,273,0,item-speaker-farm_school,63,response,telling on us all%2C and we are all in trouble.,0,0,0,0,0,0,1,0,base,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,278,0,item-listener-park_pet,64,response,doing her community service.,0,0,0,0,0,0,1,0,base,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,323,0,filler-true-boutique_museum-Thelma,NULL,response,just can't stop stealing%2C now it's candy.,0,0,0,0,0,0,1,2,base,none
1553783780,53c585979c819b271698c66b4140e847,SpatialProduction,279,0,item-close,65,response,one of those stolen by Thelma.,0,0,0,0,0,0,1,2,base,none
1553783780,53c585979c819b271698c66b4140e847,SpatialProduction,284,0,item-left,66,response,the real apples that we took from Thelma.,0,0,0,0,0,0,1,2,base,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,324,0,filler-false-farm_hotel-Youare,NULL,response,laughing very hard at our antics.,0,0,0,0,0,0,1,0,base,none
1553783780,53c585979c819b271698c66b4140e847,SpatialProduction,289,0,item-close,67,response,not very comfortable%2C I want the yellow one.,0,0,0,0,0,0,1,2,base,none
1553783780,53c585979c819b271698c66b4140e847,SpatialProduction,294,0,item-close,68,response,was stolen by Thelma.,0,0,0,0,0,0,1,2,base,none
1553783780,53c585979c819b271698c66b4140e847,ComicProduction,325,0,filler-false-park_pet-Thelmaiscoming,NULL,response,quick%2C let's hide before we go to jail too!,0,0,0,0,0,0,1,2,us,none
1553783780,53c585979c819b271698c66b4140e847,Form,21,0,survey,NULL,State,PA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553783780,53c585979c819b271698c66b4140e847,Form,21,0,survey,NULL,Age,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553783780,53c585979c819b271698c66b4140e847,Form,21,0,survey,NULL,Gender,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553783780,53c585979c819b271698c66b4140e847,Form,21,0,survey,NULL,Ethnicity,white,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553783780,53c585979c819b271698c66b4140e847,Form,21,0,survey,NULL,NativeLanguage,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553783780,53c585979c819b271698c66b4140e847,Form,21,0,survey,NULL,ParentsLanguage,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553783780,53c585979c819b271698c66b4140e847,Form,21,0,survey,NULL,Languages,French%2C elementary school.%0ALatin%2C not a spoken language%2C high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553783780,53c585979c819b271698c66b4140e847,Form,22,0,debrief,NULL,debrief1,5beb715394bff800011db85c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553783780,53c585979c819b271698c66b4140e847,Form,22,0,debrief,NULL,speaker,Nope.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553783780,53c585979c819b271698c66b4140e847,Form,22,0,debrief,NULL,decide,After being totally bored%2C I decided to make them all criminals.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553783780,53c585979c819b271698c66b4140e847,Form,22,0,debrief,NULL,sameplace,Maybe.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553783780,53c585979c819b271698c66b4140e847,Form,22,0,debrief,NULL,check,The school is just a block away%2C go down the main street and I'll be waiting at the corner%2C wearing a red shirt.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553783780,53c585979c819b271698c66b4140e847,Form,22,0,debrief,NULL,insult,I don't insult.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553783780,53c585979c819b271698c66b4140e847,Form,22,0,debrief,NULL,extra,nope.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,14,0,train-good,NULL,response,carrying balloons.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,17,0,train-bad,NULL,response,walking in the street.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553784153,22347d67f60ef61aa72341173cb5e657,SpatialProduction,19,0,train-third,NULL,response,green.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553784153,22347d67f60ef61aa72341173cb5e657,SpatialProduction,23,0,item-left,1,response,blue.,0,0,0,0,0,0,1,2,base,none
1553784153,22347d67f60ef61aa72341173cb5e657,SpatialProduction,28,0,item-between,2,response,trash can.,0,0,0,0,0,0,1,2,base,none
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,295,0,filler-false-pizza_school-ThelmaandI,NULL,response,going to school.,1,0,0,0,0,0,1,0,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,SpatialProduction,33,0,item-close,3,response,a vase of flowers.,0,0,0,0,0,0,1,2,base,none
1553784153,22347d67f60ef61aa72341173cb5e657,SpatialProduction,38,0,item-between,4,response,a plate of cheese.,0,0,0,0,0,0,1,2,base,none
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,296,0,filler-false-school_bookstore-Youare,NULL,response,at the book store.,0,0,0,0,0,0,1,2,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,39,0,item-both-clothing-amusement,5,response,coming to the amusement park.,0,1,0,0,0,0,1,0,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,44,0,item-none-amuse_bank,6,response,going to the bank.,1,0,0,0,0,0,1,0,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,297,0,filler-false-beach_house-Youare,NULL,response,at the beach.,0,0,0,0,0,0,1,2,base,left
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,49,0,item-speaker-beach_house,7,response,coming to my house.,0,1,0,0,0,0,1,0,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,54,0,item-listener-market_bookstore,8,response,coming to the book store.,0,0,0,0,0,0,1,0,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,298,0,filler-true-amuse_house-Thelmais,NULL,response,walking her dog.,0,0,1,0,0,0,1,0,base,none
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,55,0,item-both-farm_hotel,9,response,coming to the hotel.,0,1,0,0,0,0,1,0,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,60,0,item-none-movie_subway,10,response,catching the subway.,0,0,1,0,0,0,1,0,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,299,0,filler-false-cafe_farm-Weare,NULL,response,at a restaurant.,0,0,0,0,0,0,1,2,base,left
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,65,0,item-speaker-pet_pizza,11,response,coming to get pizza.,0,1,0,0,0,0,1,0,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,70,0,item-listener-subway_theater,12,response,going to the performance.,1,0,0,0,0,0,1,0,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,71,0,item-both-zoo_coffee,13,response,on her way to us.,0,0,1,0,0,0,1,0,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,300,0,filler-true-museum_zoo-Thelma,NULL,response,died her hair green.,0,0,0,0,0,0,1,0,base,none
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,76,0,item-none-bank_beach,14,response,going to the beach.,1,0,0,0,0,0,1,0,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,81,0,item-speaker-church_clothing,15,response,coming to see me at the store.,0,1,0,0,0,0,1,0,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,301,0,filler-false-move_zoo-Abus,NULL,response,is yellow.,0,0,0,0,0,0,1,2,base,none
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,86,0,item-listener-hotel_pizza,16,response,on her way to get pizza.,0,0,1,0,0,0,1,0,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,SpatialProduction,87,0,item-close,17,response,orange.,0,0,0,0,0,0,1,2,base,none
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,302,0,filler-false-park_cafe-Youare,NULL,response,looking at an owl.,0,0,0,0,0,0,1,0,base,none
1553784153,22347d67f60ef61aa72341173cb5e657,SpatialProduction,92,0,item-left,18,response,blue.,0,0,0,0,0,0,1,2,base,none
1553784153,22347d67f60ef61aa72341173cb5e657,SpatialProduction,97,0,item-close,19,response,purple.,0,0,0,0,0,0,1,2,base,none
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,303,0,filler-true-house_school-Thelmais,NULL,response,holding cookies.,0,0,0,0,0,0,1,2,base,none
1553784153,22347d67f60ef61aa72341173cb5e657,SpatialProduction,102,0,item-close,20,response,of a woman.,0,0,0,0,0,0,1,2,base,none
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,103,0,item-both-museum_church,21,response,coming to church.,0,1,0,0,0,0,1,0,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,304,0,filler-false-subway_church-Afiretruck,NULL,response,going fast on the road.,1,0,0,0,0,0,1,0,base,none
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,108,0,item-none-school_bookstore,22,response,going to the book store.,1,0,0,0,0,0,1,0,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,113,0,item-speaker-museum_zoo,23,response,on her way to the zoo.,0,0,1,0,0,0,1,0,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,118,0,item-listener-bookstore_church,24,response,walking to church.,0,0,1,0,0,0,1,0,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,305,0,filler-false-church_movie-We,NULL,response,are at the movies.,0,0,0,0,0,0,1,2,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,119,0,item-both-clothing_pet,25,response,coming to the pet store.,0,1,0,0,0,0,1,0,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,124,0,item-none-bank_hotel,26,response,strolling to the hotel.,0,0,1,0,0,0,1,0,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,306,0,filler-true-hotel_house-Thelmais,NULL,response,in her green car.,0,0,0,0,0,0,1,2,base,none
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,129,0,item-speaker-house_market,27,response,coming to the farmers market.,0,1,0,0,0,0,1,0,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,134,0,item-listener-theater_zoo,28,response,on her way to the zoo.,0,0,1,0,0,0,1,0,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,307,0,filler-false-boutique_amuse-Thisstore,NULL,response,has a lot of green and blue clothes.,0,0,0,0,0,0,1,2,base,none
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,135,0,item-both-market_theater,29,response,on her way to the auditorium.,0,0,1,0,0,0,1,0,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,140,0,item-none-coffee_park,30,response,on her way to the park.,0,0,1,0,0,0,1,0,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,308,0,filler-true-church_boutique-Iam,NULL,response,at the clothing store.,0,0,0,0,0,0,1,2,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,145,0,item-speaker-hotel_house,31,response,on her way to my house.,0,0,1,0,0,0,1,0,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,150,0,item-listener-pet_bank,32,response,on her way to the bank.,0,0,1,0,0,0,1,0,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,309,0,filler-false-pizza_beach-Iam,NULL,response,at the beach.,0,0,0,0,0,0,1,2,base,right
1553784153,22347d67f60ef61aa72341173cb5e657,SpatialProduction,151,0,item-left,33,response,red.,0,0,0,0,0,0,1,2,base,none
1553784153,22347d67f60ef61aa72341173cb5e657,SpatialProduction,156,0,item-close,34,response,orange and white.,0,0,0,0,0,0,1,2,base,none
1553784153,22347d67f60ef61aa72341173cb5e657,SpatialProduction,161,0,item-between,35,response,a Dalmatian.,0,0,0,0,0,0,1,2,base,none
1553784153,22347d67f60ef61aa72341173cb5e657,ComicProduction,310,0,filler-false-subway_church-We,NULL,response,are in the subway.,0,0,0,0,0,0,1,2,base,left
1553784153,22347d67f60ef61aa72341173cb5e657,SpatialProduction,166,0,item-close,36,response,yellow.,0,0,0,0,0,0,1,2,base,none
